locus_tag	ftype	length_bp	gene	EC_number	COG	product
BINKAFHJ_01282	CDS	681	scoA	2.8.3.5	COG1788	putative succinyl-CoA:3-ketoacid coenzyme A transferase subunit A
BINKAFHJ_01283	CDS	768	gloB_3	3.1.2.6		Hydroxyacylglutathione hydrolase
BINKAFHJ_01284	CDS	978	ydhF	1.-.-.-	COG4989	Oxidoreductase YdhF
BINKAFHJ_01285	CDS	948	galE_1	5.1.3.2	COG1087	UDP-glucose 4-epimerase
BINKAFHJ_01286	CDS	846				hypothetical protein
BINKAFHJ_01287	CDS	870				hypothetical protein
BINKAFHJ_01288	CDS	759	mshD_1	2.3.1.189		Mycothiol acetyltransferase
BINKAFHJ_01289	CDS	1419	pdhD_1	1.8.1.4		Dihydrolipoyl dehydrogenase
BINKAFHJ_01290	CDS	1371	pdhC_2	2.3.1.12	COG0508	Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex
BINKAFHJ_01291	CDS	981	pdhB	1.2.4.1		Pyruvate dehydrogenase E1 component subunit beta
BINKAFHJ_01292	CDS	1071	pdhA	1.2.4.1		Pyruvate dehydrogenase E1 component subunit alpha
BINKAFHJ_01293	CDS	726	xynZ	3.2.1.8	COG2382	Endo-1,4-beta-xylanase Z
BINKAFHJ_01294	CDS	909	lipL	2.3.1.204	COG0095	Octanoyl-[GcvH]:protein N-octanoyltransferase
BINKAFHJ_01295	CDS	555				hypothetical protein
BINKAFHJ_01296	CDS	1257				hypothetical protein
BINKAFHJ_01297	CDS	1044	cpdA_2	3.1.4.53		3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA
BINKAFHJ_01298	CDS	1284	sasA_4	2.7.-.-		Adaptive-response sensory-kinase SasA
BINKAFHJ_01299	CDS	1824	pbpI		COG0768	Penicillin-binding protein 4B
BINKAFHJ_01300	CDS	2181				hypothetical protein
BINKAFHJ_01301	CDS	1296				hypothetical protein
BINKAFHJ_01302	CDS	942	ydcP	3.4.-.-	COG0826	putative protease YdcP
BINKAFHJ_01303	CDS	1017	mltG	4.2.2.-		Endolytic murein transglycosylase
BINKAFHJ_01304	CDS	312				hypothetical protein
BINKAFHJ_01305	CDS	327				hypothetical protein
BINKAFHJ_01306	CDS	423	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
BINKAFHJ_01307	CDS	264				hypothetical protein
BINKAFHJ_01308	CDS	2625	alaS	6.1.1.7		Alanine--tRNA ligase
BINKAFHJ_01309	misc_RNA	303				T-box
BINKAFHJ_01310	CDS	99				hypothetical protein
BINKAFHJ_01311	CDS	291				hypothetical protein
BINKAFHJ_01312	CDS	1281			COG1055	putative transporter
BINKAFHJ_01313	CDS	1092	tqsA		COG0628	AI-2 transport protein TqsA
BINKAFHJ_01314	CDS	198				hypothetical protein
BINKAFHJ_01315	CDS	522				hypothetical protein
BINKAFHJ_01316	CDS	1173	iscS_2	2.8.1.7		Cysteine desulfurase IscS
BINKAFHJ_01317	CDS	423	cymR			HTH-type transcriptional regulator CymR
BINKAFHJ_01318	CDS	1083	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
BINKAFHJ_01319	CDS	1341	ktrB_1		COG0168	Ktr system potassium uptake protein B
BINKAFHJ_01320	CDS	201				hypothetical protein
BINKAFHJ_01321	CDS	333				hypothetical protein
BINKAFHJ_01322	CDS	354				hypothetical protein
BINKAFHJ_01323	CDS	735				hypothetical protein
BINKAFHJ_01324	CDS	639				hypothetical protein
BINKAFHJ_01325	CDS	1344				hypothetical protein
BINKAFHJ_01326	CDS	519				hypothetical protein
BINKAFHJ_01327	CDS	1257			COG2256	putative AAA domain-containing protein
BINKAFHJ_01328	CDS	471				hypothetical protein
BINKAFHJ_01329	CDS	783				hypothetical protein
BINKAFHJ_01330	CDS	753	tcdA	6.1.-.-	COG1179	tRNA threonylcarbamoyladenosine dehydratase
BINKAFHJ_01331	CDS	1785	aspS	6.1.1.12		Aspartate--tRNA ligase
BINKAFHJ_01332	CDS	1260	hisS	6.1.1.21		Histidine--tRNA ligase
BINKAFHJ_01333	misc_RNA	315				T-box
BINKAFHJ_01334	CDS	831				hypothetical protein
BINKAFHJ_01335	CDS	4248				hypothetical protein
BINKAFHJ_01336	CDS	393				hypothetical protein
BINKAFHJ_01337	CDS	771	fepC_1		COG1120	Ferric enterobactin transport ATP-binding protein FepC
BINKAFHJ_01338	CDS	984	isdF			putative heme-iron transport system permease protein IsdF
BINKAFHJ_01339	CDS	903	isdE_1		COG0614	High-affinity heme uptake system protein IsdE
BINKAFHJ_01340	CDS	1536				hypothetical protein
BINKAFHJ_01341	CDS	783				hypothetical protein
BINKAFHJ_01342	CDS	339	isdG_1	1.14.14.18	COG2329	Heme-degrading monooxygenase
BINKAFHJ_01343	CDS	1956				hypothetical protein
BINKAFHJ_01344	CDS	174				hypothetical protein
BINKAFHJ_01345	CDS	1545	hemZ	1.3.99.-	COG0635	Oxygen-independent coproporphyrinogen-III oxidase-like protein HemZ
BINKAFHJ_01346	CDS	177				hypothetical protein
BINKAFHJ_01347	CDS	450	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
BINKAFHJ_01348	CDS	2199	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
BINKAFHJ_01349	CDS	174				hypothetical protein
BINKAFHJ_01350	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
BINKAFHJ_01351	CDS	2454				hypothetical protein
BINKAFHJ_01352	CDS	906	fieF			Ferrous-iron efflux pump FieF
BINKAFHJ_01353	CDS	924	secDF_1		COG0341	Protein translocase subunit SecDF
BINKAFHJ_01354	CDS	1233	secDF_2		COG0341	Protein translocase subunit SecDF
BINKAFHJ_01355	CDS	597				hypothetical protein
BINKAFHJ_01356	CDS	1569	spoVB		COG2244	Stage V sporulation protein B
BINKAFHJ_01357	CDS	684				hypothetical protein
BINKAFHJ_01358	CDS	360				hypothetical protein
BINKAFHJ_01359	CDS	318				hypothetical protein
BINKAFHJ_01360	CDS	1134	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
BINKAFHJ_01361	CDS	1053	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
BINKAFHJ_01362	CDS	2133				hypothetical protein
BINKAFHJ_01363	CDS	1005	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
BINKAFHJ_01364	CDS	651	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
BINKAFHJ_01365	CDS	576	ruvC	3.1.22.4		Crossover junction endodeoxyribonuclease RuvC
BINKAFHJ_01366	CDS	717				hypothetical protein
BINKAFHJ_01367	CDS	549	spsB	3.4.21.89	COG0681	Signal peptidase IB
BINKAFHJ_01368	CDS	246				hypothetical protein
BINKAFHJ_01369	CDS	1740				hypothetical protein
BINKAFHJ_01370	CDS	879	ilvE_1	2.6.1.42	COG0115	Branched-chain-amino-acid aminotransferase
BINKAFHJ_01371	CDS	885	pheA	4.2.1.51		Prephenate dehydratase
BINKAFHJ_01372	CDS	984	thrB_1	2.7.1.39	COG0083	Homoserine kinase
BINKAFHJ_01373	CDS	1062	thrC_2	4.2.3.1	COG0498	Threonine synthase
BINKAFHJ_01374	CDS	1287	hom	1.1.1.3	COG0460	Homoserine dehydrogenase
BINKAFHJ_01375	CDS	471				hypothetical protein
BINKAFHJ_01376	CDS	504				hypothetical protein
BINKAFHJ_01377	CDS	312				hypothetical protein
BINKAFHJ_01378	CDS	816	ylmA_1	3.6.3.-	COG1119	putative ABC transporter ATP-binding protein YlmA
BINKAFHJ_01379	CDS	1302	obg	3.6.5.-	COG0536	GTPase Obg
BINKAFHJ_01380	CDS	645				hypothetical protein
BINKAFHJ_01381	CDS	312	rpmA		COG0211	50S ribosomal protein L27
BINKAFHJ_01382	CDS	339				hypothetical protein
BINKAFHJ_01383	CDS	312	rplU		COG0261	50S ribosomal protein L21
BINKAFHJ_01384	CDS	1242	rng	3.1.26.-	COG1530	Ribonuclease G
BINKAFHJ_01385	CDS	909	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
BINKAFHJ_01386	CDS	915				hypothetical protein
BINKAFHJ_01387	CDS	2205	nasC	1.7.99.4	COG0243	Assimilatory nitrate reductase catalytic subunit
BINKAFHJ_01388	CDS	351	hcaC_2			3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit
BINKAFHJ_01389	CDS	2421	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
BINKAFHJ_01390	CDS	1236	nasA			Nitrate transporter
BINKAFHJ_01391	CDS	645				hypothetical protein
BINKAFHJ_01392	CDS	1032	trpD_1	2.4.2.18	COG0547	Anthranilate phosphoribosyltransferase
BINKAFHJ_01393	CDS	1155	ftsW_3			Putative lipid II flippase FtsW
BINKAFHJ_01394	CDS	798	minD		COG2894	Septum site-determining protein MinD
BINKAFHJ_01395	CDS	657	minC		COG0850	Septum site-determining protein MinC
BINKAFHJ_01396	CDS	528				hypothetical protein
BINKAFHJ_01397	CDS	855	mreC		COG1792	Cell shape-determining protein MreC
BINKAFHJ_01398	CDS	1041	mreB_2		COG1077	Rod shape-determining protein MreB
BINKAFHJ_01399	CDS	690				hypothetical protein
BINKAFHJ_01400	CDS	612	maf		COG0424	Septum formation protein Maf
BINKAFHJ_01401	CDS	309				hypothetical protein
BINKAFHJ_01402	CDS	1272				hypothetical protein
BINKAFHJ_01403	CDS	951	corA_1		COG0598	Cobalt/magnesium transport protein CorA
BINKAFHJ_01404	CDS	1461				hypothetical protein
BINKAFHJ_01405	CDS	1335	murC	6.3.2.8	COG0773	UDP-N-acetylmuramate--L-alanine ligase
BINKAFHJ_01406	CDS	1380	fpgS	6.3.2.17		Folylpolyglutamate synthase
BINKAFHJ_01407	CDS	2670	valS	6.1.1.9	COG0525	Valine--tRNA ligase
BINKAFHJ_01408	misc_RNA	276				T-box
BINKAFHJ_01409	CDS	1140				hypothetical protein
BINKAFHJ_01410	CDS	876		5.4.99.-	COG0564	putative RNA pseudouridine synthase
BINKAFHJ_01411	CDS	159				hypothetical protein
BINKAFHJ_01412	CDS	351				hypothetical protein
BINKAFHJ_01413	tRNA	90				tRNA-Ser(gct)
BINKAFHJ_01414	tRNA	77				tRNA-Met(cat)
BINKAFHJ_01415	tRNA	76				tRNA-Val(tac)
BINKAFHJ_01416	tRNA	76				tRNA-Thr(tgt)
BINKAFHJ_01417	tRNA	77				tRNA-Asp(gtc)
BINKAFHJ_01418	tRNA	76				tRNA-Phe(gaa)
BINKAFHJ_01419	tRNA	86				tRNA-Tyr(gta)
BINKAFHJ_01420	tRNA	73				tRNA-Lys(ttt)
BINKAFHJ_01421	CDS	1581	fdhL_1	1.1.99.11		Fructose dehydrogenase large subunit
BINKAFHJ_01422	CDS	609				hypothetical protein
BINKAFHJ_01423	CDS	393				hypothetical protein
BINKAFHJ_01424	CDS	1266				hypothetical protein
BINKAFHJ_01425	CDS	1104				hypothetical protein
BINKAFHJ_01426	CDS	1125	sugC	3.6.3.-	COG3839	Trehalose import ATP-binding protein SugC
BINKAFHJ_01427	CDS	942	hprK_1	2.7.11.-	COG1493	HPr kinase/phosphorylase
BINKAFHJ_01428	CDS	999	lgt_1	2.4.99.-	COG0682	Prolipoprotein diacylglyceryl transferase
BINKAFHJ_01429	CDS	657	ppaX_1	3.6.1.1	COG0546	Pyrophosphatase PpaX
BINKAFHJ_01430	CDS	501	dapH_2	2.3.1.89		2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase
BINKAFHJ_01431	CDS	1200	hisZ		COG3705	ATP phosphoribosyltransferase regulatory subunit
BINKAFHJ_01432	CDS	645	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
BINKAFHJ_01433	CDS	1290	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
BINKAFHJ_01434	CDS	618	hisB	4.2.1.19	COG0131	Imidazoleglycerol-phosphate dehydratase
BINKAFHJ_01435	CDS	621	hisH	2.4.2.-	COG0118	Imidazole glycerol phosphate synthase subunit HisH
BINKAFHJ_01436	CDS	729	priA_2	5.3.1.16	COG0106	Phosphoribosyl isomerase A
BINKAFHJ_01437	CDS	759	hisF	4.1.3.-	COG0107	Imidazole glycerol phosphate synthase subunit HisF
BINKAFHJ_01438	CDS	693	hisI	3.6.1.31		Histidine biosynthesis bifunctional protein HisIE
BINKAFHJ_01439	CDS	828	hisK_1	3.1.3.15	COG1387	Histidinol-phosphatase
BINKAFHJ_01440	CDS	951	prs	2.7.6.1	COG0462	Ribose-phosphate pyrophosphokinase
BINKAFHJ_01441	CDS	1749				hypothetical protein
BINKAFHJ_01442	CDS	948	trxB_1	1.8.1.9	COG0492	Thioredoxin reductase
BINKAFHJ_01443	CDS	951	glcK	2.7.1.2	COG1940	Glucokinase
BINKAFHJ_01444	CDS	900	yvcJ		COG1660	Nucleotide-binding protein YvcJ
BINKAFHJ_01445	CDS	990			COG0391	Gluconeogenesis factor
BINKAFHJ_01446	CDS	927	whiA		COG1481	Sporulation transcription regulator WhiA
BINKAFHJ_01447	CDS	270	crh		COG1925	HPr-like protein Crh
BINKAFHJ_01448	CDS	1779				hypothetical protein
BINKAFHJ_01449	CDS	813				hypothetical protein
BINKAFHJ_01450	CDS	582	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BINKAFHJ_01451	tRNA	75				tRNA-Arg(ccg)
BINKAFHJ_01452	CDS	1029	cggR		COG2390	Central glycolytic genes regulator
BINKAFHJ_01453	CDS	1008	gap	1.2.1.12		Glyceraldehyde-3-phosphate dehydrogenase
BINKAFHJ_01454	CDS	1185	pgk	2.7.2.3	COG0126	Phosphoglycerate kinase
BINKAFHJ_01455	CDS	753	tpiA	5.3.1.1	COG0149	Triosephosphate isomerase
BINKAFHJ_01456	CDS	1545	gpmI	5.4.2.12	COG0696	2,3-bisphosphoglycerate-independent phosphoglycerate mutase
BINKAFHJ_01457	CDS	1293	eno	4.2.1.11	COG0148	Enolase
BINKAFHJ_01458	CDS	711				hypothetical protein
BINKAFHJ_01459	CDS	240	secG		COG1314	putative protein-export membrane protein SecG
BINKAFHJ_01460	CDS	216				hypothetical protein
BINKAFHJ_01461	CDS	2370	rnr	3.1.13.1	COG0557	Ribonuclease R
BINKAFHJ_01462	CDS	480	smpB		COG0691	SsrA-binding protein
BINKAFHJ_01463	tmRNA	361	ssrA			transfer-messenger RNA, SsrA
BINKAFHJ_01464	misc_RNA	364				tmRNA
BINKAFHJ_01465	CDS	162				hypothetical protein
BINKAFHJ_01466	CDS	255				hypothetical protein
BINKAFHJ_01467	CDS	597				hypothetical protein
BINKAFHJ_01468	CDS	1308	kgtP			Alpha-ketoglutarate permease
BINKAFHJ_01469	CDS	1692	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
BINKAFHJ_01470	CDS	741	ypdB_2		COG3279	Transcriptional regulatory protein YpdB
BINKAFHJ_01471	CDS	531				hypothetical protein
BINKAFHJ_01472	CDS	219				hypothetical protein
BINKAFHJ_01473	CDS	435				hypothetical protein
BINKAFHJ_01474	CDS	705				hypothetical protein
BINKAFHJ_01475	CDS	222				hypothetical protein
BINKAFHJ_01476	CDS	96				hypothetical protein
BINKAFHJ_01477	CDS	1230				hypothetical protein
BINKAFHJ_01478	CDS	633	btsR		COG3279	Transcriptional regulatory protein BtsR
BINKAFHJ_01479	CDS	1512	rhaS_3			HTH-type transcriptional activator RhaS
BINKAFHJ_01480	CDS	1668				hypothetical protein
BINKAFHJ_01481	CDS	1302	msmE_1		COG1653	Putative binding protein MsmE
BINKAFHJ_01482	CDS	984	lacF_4			Lactose transport system permease protein LacF
BINKAFHJ_01483	CDS	816	araQ_4		COG0395	L-arabinose transport system permease protein AraQ
BINKAFHJ_01484	CDS	993	pdxA2_2	1.1.1.408	COG1995	D-threonate 4-phosphate dehydrogenase
BINKAFHJ_01485	CDS	1299	melA	3.2.1.22	COG1486	Alpha-galactosidase
BINKAFHJ_01486	CDS	150				hypothetical protein
BINKAFHJ_01487	CDS	609				hypothetical protein
BINKAFHJ_01488	CDS	795	allR_1		COG1414	HTH-type transcriptional repressor AllR
BINKAFHJ_01489	CDS	639	kdgA_2		COG0800	KHG/KDPG aldolase
BINKAFHJ_01490	CDS	477				hypothetical protein
BINKAFHJ_01491	CDS	1506				hypothetical protein
BINKAFHJ_01492	CDS	993				hypothetical protein
BINKAFHJ_01493	CDS	936	iolS_1	1.1.1.-	COG0667	Aldo-keto reductase IolS
BINKAFHJ_01494	CDS	1308	rpoN		COG1508	RNA polymerase sigma-54 factor
BINKAFHJ_01495	CDS	2898	norR_2			Anaerobic nitric oxide reductase transcription regulator NorR
BINKAFHJ_01496	CDS	1296	amiC_1			Aliphatic amidase expression-regulating protein
BINKAFHJ_01497	CDS	858	livH_3		COG0559	High-affinity branched-chain amino acid transport system permease protein LivH
BINKAFHJ_01498	CDS	1074				hypothetical protein
BINKAFHJ_01499	CDS	750	glnQ_2			Glutamine transport ATP-binding protein GlnQ
BINKAFHJ_01500	CDS	699	livF_3		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BINKAFHJ_01501	CDS	1047	amiE	3.5.1.4		Aliphatic amidase
BINKAFHJ_01502	CDS	1095	clpC_1			ATP-dependent Clp protease ATP-binding subunit ClpC
BINKAFHJ_01503	CDS	819	ureD_1		COG0829	Urease accessory protein UreD
BINKAFHJ_01504	CDS	669	ureF_1		COG0830	Urease accessory protein UreF
BINKAFHJ_01505	CDS	351	ureA_1	3.5.1.5	COG0831	Urease subunit gamma
BINKAFHJ_01506	CDS	420	ureA_2	3.5.1.5	COG0831	Urease subunit alpha
BINKAFHJ_01507	CDS	1713	ureC_1	3.5.1.5		Urease subunit alpha
BINKAFHJ_01508	CDS	621	ureE			Urease accessory protein UreE
BINKAFHJ_01509	CDS	615	ureG_1		COG0378	Urease accessory protein UreG
BINKAFHJ_01510	CDS	963	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase
BINKAFHJ_01511	CDS	597	adaA	2.1.1.-	COG2169	Bifunctional transcriptional activator/DNA repair enzyme AdaA
BINKAFHJ_01512	CDS	552	adaB	2.1.1.63	COG0350	Methylated-DNA--protein-cysteine methyltransferase, inducible
BINKAFHJ_01513	CDS	255				hypothetical protein
BINKAFHJ_01514	CDS	318	btr_1		COG0614	HTH-type transcriptional activator Btr
BINKAFHJ_01515	CDS	813				hypothetical protein
BINKAFHJ_01516	CDS	450				hypothetical protein
BINKAFHJ_01517	CDS	1242	nagC_1		COG1940	N-acetylglucosamine repressor
BINKAFHJ_01518	CDS	1260	hmp	1.14.12.17	COG1017	Flavohemoprotein
BINKAFHJ_01519	CDS	510				hypothetical protein
BINKAFHJ_01520	CDS	363				hypothetical protein
BINKAFHJ_01521	CDS	837	carD	1.3.1.108	COG2086	Caffeyl-CoA reductase-Etf complex subunit CarD
BINKAFHJ_01522	CDS	1122	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
BINKAFHJ_01523	CDS	1311		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
BINKAFHJ_01524	CDS	285				hypothetical protein
BINKAFHJ_01525	CDS	198				hypothetical protein
BINKAFHJ_01526	CDS	342				hypothetical protein
BINKAFHJ_01527	CDS	726				hypothetical protein
BINKAFHJ_01528	CDS	729				hypothetical protein
BINKAFHJ_01529	CDS	909	yxlF_1	3.6.3.-	COG1131	putative ABC transporter ATP-binding protein YxlF
BINKAFHJ_01530	CDS	1404	sasA_5	2.7.-.-		Adaptive-response sensory-kinase SasA
BINKAFHJ_01531	CDS	726	phoP_2		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
BINKAFHJ_01532	CDS	132				hypothetical protein
BINKAFHJ_01533	CDS	594	lutR_1		COG2186	HTH-type transcriptional regulator LutR
BINKAFHJ_01534	CDS	1359			COG3385	IS4 family transposase ISDha5
BINKAFHJ_01535	CDS	933	glnQ_3	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
BINKAFHJ_01536	CDS	717	livF_4		COG0410	High-affinity branched-chain amino acid transport ATP-binding protein LivF
BINKAFHJ_01537	CDS	1026				hypothetical protein
BINKAFHJ_01538	CDS	645				hypothetical protein
BINKAFHJ_01539	CDS	1512	cat1	2.8.3.-	COG0427	Succinyl-CoA:coenzyme A transferase
BINKAFHJ_01540	CDS	1011	cytR_1		COG1609	HTH-type transcriptional repressor CytR
BINKAFHJ_01541	CDS	804	ywtE	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE
BINKAFHJ_01542	CDS	1104			COG1840	putative protein
BINKAFHJ_01543	CDS	1710				hypothetical protein
BINKAFHJ_01544	CDS	1113	potA_1	3.6.3.31	COG3842	Spermidine/putrescine import ATP-binding protein PotA
BINKAFHJ_01545	CDS	813	suhB_1	3.1.3.25	COG0483	Inositol-1-monophosphatase
BINKAFHJ_01546	CDS	900				hypothetical protein
BINKAFHJ_01547	CDS	711				hypothetical protein
BINKAFHJ_01548	CDS	345	betB_1	1.2.1.8		NAD/NADP-dependent betaine aldehyde dehydrogenase
BINKAFHJ_01549	CDS	618				hypothetical protein
BINKAFHJ_01550	CDS	1308	rcsC_3	2.7.13.3		Sensor histidine kinase RcsC
BINKAFHJ_01551	CDS	2232				hypothetical protein
BINKAFHJ_01552	CDS	912	hprK_2	2.7.11.-	COG1493	HPr kinase/phosphorylase
BINKAFHJ_01553	CDS	1299	yaaH_1		COG3858	Spore germination protein YaaH
BINKAFHJ_01554	CDS	2601				hypothetical protein
BINKAFHJ_01555	CDS	471				hypothetical protein
BINKAFHJ_01556	CDS	177				hypothetical protein
BINKAFHJ_01557	CDS	516	ftnA	1.16.3.2	COG1528	Bacterial non-heme ferritin
BINKAFHJ_01558	CDS	2481				hypothetical protein
BINKAFHJ_01559	CDS	921				hypothetical protein
BINKAFHJ_01560	CDS	591				hypothetical protein
BINKAFHJ_01561	CDS	684	sasA_6	2.7.-.-		Adaptive-response sensory-kinase SasA
BINKAFHJ_01562	CDS	1311	rcsC_4	2.7.13.3		Sensor histidine kinase RcsC
BINKAFHJ_01563	CDS	888				hypothetical protein
BINKAFHJ_01564	CDS	174				hypothetical protein
BINKAFHJ_01565	CDS	936				hypothetical protein
BINKAFHJ_01566	CDS	186				hypothetical protein
BINKAFHJ_01567	CDS	1329				hypothetical protein
BINKAFHJ_01568	CDS	882	sugA_4		COG1175	Trehalose transport system permease protein SugA
BINKAFHJ_01569	CDS	822	sugB_3		COG0395	Trehalose transport system permease protein SugB
BINKAFHJ_01570	CDS	1530	xylB_5	2.7.1.17	COG1070	Xylulose kinase
BINKAFHJ_01571	CDS	897		1.1.1.343	COG1023	6-phosphogluconate dehydrogenase, NAD(+)-dependent, decarboxylating
BINKAFHJ_01572	CDS	1758				hypothetical protein
BINKAFHJ_01573	CDS	1617	rhaR_3			HTH-type transcriptional activator RhaR
BINKAFHJ_01574	CDS	1149	dgoD	4.2.1.6	COG4948	D-galactonate dehydratase
BINKAFHJ_01575	CDS	804	ybdM	2.7.11.1	COG0515	putative serine/threonine-protein kinase YbdM
BINKAFHJ_01576	CDS	189				hypothetical protein
BINKAFHJ_01577	CDS	219				hypothetical protein
BINKAFHJ_01578	CDS	1917				hypothetical protein
BINKAFHJ_01579	CDS	1320				Deoxyguanosinetriphosphate triphosphohydrolase-like protein
BINKAFHJ_01580	CDS	978	tgl	2.3.2.13		Protein-glutamine gamma-glutamyltransferase
BINKAFHJ_01581	CDS	702				hypothetical protein
BINKAFHJ_01582	CDS	1218	ugtP_1	2.4.1.315	COG0707	Processive diacylglycerol beta-glucosyltransferase
BINKAFHJ_01583	CDS	255				hypothetical protein
BINKAFHJ_01584	CDS	633	yodC	1.-.-.-	COG0778	Putative NAD(P)H nitroreductase YodC
BINKAFHJ_01585	CDS	450				hypothetical protein
BINKAFHJ_01586	CDS	471				hypothetical protein
BINKAFHJ_01587	CDS	258				hypothetical protein
BINKAFHJ_01588	CDS	687	yidC		COG0706	Membrane protein insertase YidC
BINKAFHJ_01589	CDS	675				hypothetical protein
BINKAFHJ_01590	CDS	378				hypothetical protein
BINKAFHJ_01591	CDS	1257		3.4.11.-		Aminopeptidase 2
BINKAFHJ_01592	CDS	858	fabG_4	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BINKAFHJ_01593	CDS	1626	sasA_7	2.7.-.-		Adaptive-response sensory-kinase SasA
BINKAFHJ_01594	CDS	324				hypothetical protein
BINKAFHJ_01595	CDS	399				hypothetical protein
BINKAFHJ_01596	CDS	1671	ilvG	2.2.1.6		Acetolactate synthase isozyme 2 large subunit
BINKAFHJ_01597	CDS	771	ribBA_1	3.5.4.25		Riboflavin biosynthesis protein RibBA
BINKAFHJ_01598	CDS	918	rocF	3.5.3.1		Arginase
BINKAFHJ_01599	CDS	951		1.5.5.2	COG0506	Proline dehydrogenase
BINKAFHJ_01600	CDS	1200	rocD	2.6.1.13	COG4992	Ornithine aminotransferase
BINKAFHJ_01601	CDS	201				hypothetical protein
BINKAFHJ_01602	CDS	174				hypothetical protein
BINKAFHJ_01603	CDS	963	scrK	2.7.1.4	COG0524	Fructokinase
BINKAFHJ_01604	CDS	1458	sacA	3.2.1.26		Sucrose-6-phosphate hydrolase
BINKAFHJ_01605	CDS	978	degA_1		COG1609	HTH-type transcriptional regulator DegA
BINKAFHJ_01606	CDS	969	hprA_1	1.1.1.29	COG1052	Glycerate dehydrogenase
BINKAFHJ_01607	CDS	711				hypothetical protein
BINKAFHJ_01608	CDS	1800	nhaK		COG0025	Sodium, potassium, lithium and rubidium/H(+) antiporter
BINKAFHJ_01609	CDS	222				hypothetical protein
BINKAFHJ_01610	CDS	894				hypothetical protein
BINKAFHJ_01611	CDS	831				hypothetical protein
BINKAFHJ_01612	CDS	924	ykfA	3.4.16.-	COG1619	putative murein peptide carboxypeptidase
BINKAFHJ_01613	CDS	1089				hypothetical protein
BINKAFHJ_01614	CDS	219				hypothetical protein
BINKAFHJ_01615	CDS	1212				hypothetical protein
BINKAFHJ_01616	CDS	1575	gerAA_1			Spore germination protein A1
BINKAFHJ_01617	CDS	846	frlC_2	5.1.3.-	COG1082	Fructoselysine 3-epimerase
BINKAFHJ_01618	CDS	1041		1.1.1.301		D-arabitol-phosphate dehydrogenase
BINKAFHJ_01619	CDS	852	sugB_4		COG0395	Trehalose transport system permease protein SugB
BINKAFHJ_01620	CDS	882	sugA_5		COG1175	Trehalose transport system permease protein SugA
BINKAFHJ_01621	CDS	1434				hypothetical protein
BINKAFHJ_01622	CDS	1419	rhaR_4			HTH-type transcriptional activator RhaR
BINKAFHJ_01623	CDS	1827				hypothetical protein
BINKAFHJ_01624	CDS	1380	norG		COG1167	HTH-type transcriptional regulator NorG
BINKAFHJ_01625	CDS	219				hypothetical protein
BINKAFHJ_01626	CDS	153				hypothetical protein
BINKAFHJ_01627	CDS	852	mmsB	1.1.1.31	COG2084	3-hydroxyisobutyrate dehydrogenase
BINKAFHJ_01628	CDS	1011	kdgR_1		COG1609	HTH-type transcriptional regulator KdgR
BINKAFHJ_01629	CDS	756	kdgR_2		COG1414	Transcriptional regulator KdgR
BINKAFHJ_01630	CDS	1197	mdtG_1			Multidrug resistance protein MdtG
BINKAFHJ_01631	CDS	1101	adh_1	1.1.1.1	COG1063	putative alcohol dehydrogenase adh
BINKAFHJ_01632	CDS	993				hypothetical protein
BINKAFHJ_01633	CDS	1251	pgtP		COG2271	Phosphoglycerate transporter protein
BINKAFHJ_01634	CDS	222	ilvC_1	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
